,song_id,duration_mins,popularity,danceability,energy,acousticness,valence,tempo,song,performer,peak_position,year,total_charting_weeks,top10
2017,Just Give Me A ReasonP!nk Featuring Nate Ruess,4.04555,82.0,77.8,54.7,34.599999999999994,44.1,95.002,Just Give Me A Reason,P!nk Featuring Nate Ruess,1.0,2013,36.0,True
2018,GlamorousFergie Featuring Ludacris,4.10955,67.0,81.0,74.8,32.0,66.9,130.983,Glamorous,Fergie Featuring Ludacris,1.0,2007,29.0,True
2019,Make Me BetterFabolous Featuring Ne-Yo,4.226216666666667,63.0,60.5,61.4,29.099999999999998,57.3,86.491,Make Me Better,Fabolous Featuring Ne-Yo,8.0,2007,21.0,True
2020,How To LoveLil Wayne,4.0051,68.0,64.4,66.10000000000001,0.0177,27.200000000000003,154.001,How To Love,Lil Wayne,5.0,2011,24.0,True
2021,Get It Poppin'Fat Joe Featuring Nelly,3.522,47.0,90.5,55.00000000000001,6.279999999999999,52.0,100.813,Get It Poppin',Fat Joe Featuring Nelly,9.0,2005,20.0,True
2022,I TriedBone Thugs-N-Harmony Featuring Akon,4.791333333333333,63.0,72.7,71.0,1.04,37.8,81.995,I Tried,Bone Thugs-N-Harmony Featuring Akon,6.0,2007,18.0,True
2023,"GrillzNelly Featuring Paul Wall, Ali & Gipp",4.519333333333333,59.0,86.2,51.5,4.06,82.1,82.99,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",1.0,2006,28.0,True
2024,HardRihanna Featuring Jeezy,4.176666666666667,57.0,31.0,74.6,1.21,16.3,182.032,Hard,Rihanna Featuring Jeezy,8.0,2010,20.0,True
2025,Far AwayNickelback,3.96955,71.0,51.800000000000004,79.7,0.0696,29.299999999999997,132.915,Far Away,Nickelback,8.0,2006,30.0,True
2026,Get UpCiara Featuring Chamillionaire,4.38955,56.0,94.1,63.1,3.66,63.0,128.597,Get Up,Ciara Featuring Chamillionaire,7.0,2006,20.0,True
2027,My LoveJustin Timberlake Featuring T.I.,4.602666666666667,71.0,77.2,68.0,27.700000000000003,80.7,119.953,My Love,Justin Timberlake Featuring T.I.,1.0,2006,29.0,True
2028,Miss IndependentNe-Yo,3.8666666666666667,70.0,67.30000000000001,68.30000000000001,52.2,71.3,171.86,Miss Independent,Ne-Yo,7.0,2009,28.0,True
2029,How Far We've Comematchbox twenty,3.53755,61.0,56.599999999999994,90.60000000000001,0.45199999999999996,78.7,83.0,How Far We've Come,matchbox twenty,11.0,2007,22.0,False
2030,Let Me Love YouMario,4.278883333333333,78.0,65.60000000000001,57.8,23.5,55.60000000000001,94.514,Let Me Love You,Mario,1.0,2005,36.0,True
2031,Let It RockKevin Rudolf Featuring Lil Wayne,3.852883333333333,66.0,60.699999999999996,78.10000000000001,0.106,48.199999999999996,113.183,Let It Rock,Kevin Rudolf Featuring Lil Wayne,5.0,2008,35.0,True
2032,I CryFlo Rida,3.73,64.0,69.3,82.19999999999999,0.616,76.3,126.035,I Cry,Flo Rida,6.0,2013,21.0,True
2033,Money MakerLudacris Featuring Pharrell,3.84355,62.0,57.099999999999994,61.3,17.7,58.3,83.317,Money Maker,Ludacris Featuring Pharrell,1.0,2006,25.0,True
2034,"DowntownMacklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",4.87655,70.0,82.8,60.9,9.16,70.7,109.725,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",12.0,2015,16.0,False
2035,Nothin' On YouB.o.B Featuring Bruno Mars,4.472,72.0,68.8,85.3,38.6,74.3,103.993,Nothin' On You,B.o.B Featuring Bruno Mars,1.0,2010,28.0,True
2036,Like A G6Far*East Movement Featuring Cataracs & Dev,3.6148833333333332,69.0,43.5,83.7,0.676,77.8,124.913,Like A G6,Far*East Movement Featuring Cataracs & Dev,1.0,2010,26.0,True
2037,My HumpsThe Black Eyed Peas,5.449333333333334,65.0,80.0,68.8,12.0,62.3,123.929,My Humps,The Black Eyed Peas,3.0,2005,36.0,True
2038,Locked AwayR. City Featuring Adam Levine,3.788,67.0,50.8,67.7,32.800000000000004,57.49999999999999,121.928,Locked Away,R. City Featuring Adam Levine,6.0,2015,21.0,True
2039,OhCiara Featuring Ludacris,4.272433333333334,65.0,80.0,49.6,0.029799999999999997,35.699999999999996,128.29,Oh,Ciara Featuring Ludacris,2.0,2005,23.0,True
2040,One Last TimeAriana Grande,3.2877666666666667,81.0,62.8,59.3,9.3,10.4,125.026,One Last Time,Ariana Grande,13.0,2015,20.0,False
2041,"I'm On OneDJ Khaled Featuring Drake, Rick Ross & Lil Wayne",4.935766666666667,68.0,50.8,80.9,5.800000000000001,48.9,149.999,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",10.0,2011,23.0,True
2042,"Hey MamaDavid Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",3.2093333333333334,61.0,59.599999999999994,73.0,24.0,52.5,85.979,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8.0,2015,24.0,True
2043,Like You'll Never See Me AgainAlicia Keys,5.256,59.0,56.2,65.8,17.4,26.8,127.81,Like You'll Never See Me Again,Alicia Keys,12.0,2008,24.0,False
2044,FergaliciousFergie,4.872883333333333,71.0,90.4,59.8,5.680000000000001,78.5,129.055,Fergalicious,Fergie,2.0,2007,27.0,True
2045,Lips Are MovinMeghan Trainor,3.0444333333333335,68.0,77.5,82.5,5.06,95.0,139.091,Lips Are Movin,Meghan Trainor,4.0,2015,29.0,True
2046,Gimme ThatChris Brown Featuring Lil Wayne,3.113766666666667,63.0,67.80000000000001,57.199999999999996,0.374,44.4,87.165,Gimme That,Chris Brown Featuring Lil Wayne,15.0,2006,20.0,False
2047,Go D.J.Lil Wayne,4.6971,59.0,72.89999999999999,79.2,6.17,69.8,157.993,Go D.J.,Lil Wayne,14.0,2005,20.0,False
2048,Get BackLudacris,4.512433333333333,58.0,58.199999999999996,65.10000000000001,7.489999999999999,19.1,171.463,Get Back,Ludacris,13.0,2005,20.0,False
2049,I Hate This PartThe Pussycat Dolls,3.64,67.0,75.6,61.199999999999996,6.59,45.2,111.572,I Hate This Part,The Pussycat Dolls,11.0,2009,20.0,False
2050,My HittaYG Featuring Jeezy & Rich Homie Quan,3.9348833333333335,35.0,75.2,50.9,13.0,64.8,85.5,My Hitta,YG Featuring Jeezy & Rich Homie Quan,19.0,2013,28.0,False
2051,RehabRihanna,4.912,53.0,58.3,79.2,0.321,39.7,80.055,Rehab,Rihanna,18.0,2009,17.0,False
2052,ChainsNick Jonas,3.3851,62.0,58.9,61.1,1.51,12.1,76.006,Chains,Nick Jonas,13.0,2015,20.0,False
2053,DivaBeyonce,2.7645333333333335,67.0,57.4,84.5,2.76,48.6,145.921,Diva,Beyonce,19.0,2009,20.0,False
2054,One WishRay J,5.6273333333333335,69.0,52.5,65.2,27.800000000000004,60.199999999999996,127.673,One Wish,Ray J,11.0,2006,25.0,False
2055,Savin' MeNickelback,3.6553333333333335,65.0,44.1,81.5,0.0731,52.2,164.021,Savin' Me,Nickelback,19.0,2006,28.0,False
2056,Break UpMario Featuring Gucci Mane & Sean Garrett,4.150433333333333,52.0,44.0,51.7,42.8,47.5,73.881,Break Up,Mario Featuring Gucci Mane & Sean Garrett,14.0,2009,23.0,False
2057,ChandelierSia,3.602,72.0,39.900000000000006,78.7,1.97,57.199999999999996,117.089,Chandelier,Sia,8.0,2014,46.0,True
2058,Cowboy CasanovaCarrie Underwood,3.9464333333333332,58.0,59.699999999999996,82.0,3.2800000000000002,57.599999999999994,119.969,Cowboy Casanova,Carrie Underwood,11.0,2009,20.0,False
2059,Say Hey (I Love You)Michael Franti & Spearhead Featuring Cherine Anderson,3.929333333333333,62.0,74.3,98.1,3.6799999999999997,95.0,93.003,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,18.0,2009,20.0,False
2060,Poppin' My CollarThree 6 Mafia,2.948,56.0,72.89999999999999,79.5,35.4,85.6,146.747,Poppin' My Collar,Three 6 Mafia,21.0,2006,16.0,False
2061,Pour It UpRihanna,2.6866666666666665,63.0,78.2,49.5,2.1,36.5,134.016,Pour It Up,Rihanna,19.0,2013,20.0,False
2062,Shawty Is A 10The-Dream,3.8673333333333333,50.0,74.2,44.1,6.890000000000001,39.0,74.987,Shawty Is A 10,The-Dream,17.0,2007,20.0,False
2063,One Step At A TimeJordin Sparks,3.4193333333333333,64.0,76.6,69.19999999999999,8.25,69.1,102.028,One Step At A Time,Jordin Sparks,17.0,2008,21.0,False
2064,Ain't It FunParamore,4.942,74.0,61.0,89.3,15.4,67.30000000000001,104.031,Ain't It Fun,Paramore,10.0,2014,24.0,True
2065,1 ThingAmerie,3.9793333333333334,59.0,61.199999999999996,96.1,10.7,86.7,129.873,1 Thing,Amerie,8.0,2005,20.0,True
2066,Please Don't Leave MeP!nk,3.8593333333333333,59.0,58.9,84.5,0.8829999999999999,74.6,138.026,Please Don't Leave Me,P!nk,17.0,2009,26.0,False
2067,Do It To ItCherish Featuring Sean Paul Of The YoungBloodZ,3.77155,60.0,82.6,67.0,0.7979999999999999,79.4,74.007,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,12.0,2006,21.0,False
2068,SorryBuckcherry,3.806433333333333,58.0,54.0,77.3,3.15,38.1,130.952,Sorry,Buckcherry,9.0,2008,24.0,True
2069,"Sugar, We're Goin' DownFall Out Boy",3.818216666666667,78.0,49.9,82.39999999999999,0.898,69.89999999999999,161.977,"Sugar, We're Goin' Down",Fall Out Boy,8.0,2005,42.0,True
2070,DangerousKardinal Offishall Featuring Akon,4.100883333333333,66.0,95.1,79.0,0.42900000000000005,78.0,117.007,Dangerous,Kardinal Offishall Featuring Akon,5.0,2008,27.0,True
2071,The BossRick Ross Featuring T-Pain,3.760883333333333,54.0,39.900000000000006,85.7,0.9440000000000001,63.2,85.937,The Boss,Rick Ross Featuring T-Pain,17.0,2008,20.0,False
2072,"Pop, Lock & Drop ItHuey",4.350433333333333,57.0,72.3,64.4,0.308,64.5,144.09,"Pop, Lock & Drop It",Huey,6.0,2007,23.0,True
2073,Before He CheatsCarrie Underwood,3.3324333333333334,74.0,51.9,74.9,27.1,28.999999999999996,147.905,Before He Cheats,Carrie Underwood,8.0,2007,64.0,True
2074,She Got It2 Pistols Featuring T-Pain & Tay Dizm,4.56755,53.0,40.6,73.2,0.436,31.0,133.817,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,24.0,2008,20.0,False
2075,Caught UpUsher,3.744,63.0,81.69999999999999,80.60000000000001,2.7,80.5,110.086,Caught Up,Usher,8.0,2005,27.0,True
2076,All Summer LongKid Rock,4.959766666666667,73.0,70.0,86.4,2.12,88.7,102.997,All Summer Long,Kid Rock,23.0,2008,20.0,False
2077,Pullin' Me BackChingy Featuring Tyrese,3.9022166666666664,62.0,78.60000000000001,51.1,8.25,58.699999999999996,80.0,Pullin' Me Back,Chingy Featuring Tyrese,9.0,2006,20.0,True
2078,Baby Don't GoFabolous Featuring Jermaine Dupri,3.6108833333333332,48.0,84.0,68.0,9.47,49.8,99.734,Baby Don't Go,Fabolous Featuring Jermaine Dupri,23.0,2007,20.0,False
2079,Die A Happy ManThomas Rhett,3.7904333333333335,76.0,66.0,38.3,38.1,38.1,83.096,Die A Happy Man,Thomas Rhett,23.0,2015,12.0,False
2080,ClimaxUsher,3.8817666666666666,63.0,64.7,47.8,54.7,33.300000000000004,135.877,Climax,Usher,17.0,2012,20.0,False
2081,PhotographEd Sheeran,4.316433333333333,85.0,61.4,37.9,60.699999999999996,20.1,107.989,Photograph,Ed Sheeran,10.0,2015,30.0,True
2082,Slow DownBobby Valentino,4.3111,69.0,56.8,73.2,17.9,62.6,186.048,Slow Down,Bobby Valentino,8.0,2005,22.0,True
2083,"Oye Mi CantoN.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",4.016216666666667,63.0,67.7,94.6,18.5,94.8,96.011,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",12.0,2005,22.0,False
2084,SuperstarLupe Fiasco Featuring Matthew Santos,4.816666666666666,66.0,57.199999999999996,82.19999999999999,20.7,47.199999999999996,94.812,Superstar,Lupe Fiasco Featuring Matthew Santos,10.0,2008,20.0,True
2085,Cool KidsEchosmith,3.9604333333333335,71.0,71.89999999999999,67.10000000000001,3.7199999999999998,78.60000000000001,130.027,Cool Kids,Echosmith,13.0,2014,23.0,False
2086,CoCoO.T. Genasis,3.9928833333333333,65.0,88.6,62.8,0.215,17.8,119.906,CoCo,O.T. Genasis,20.0,2015,20.0,False
2087,BossyKelis Featuring Too $hort,4.582433333333333,52.0,90.60000000000001,62.4,0.0185,77.5,84.009,Bossy,Kelis Featuring Too $hort,16.0,2006,20.0,False
2088,SpringsteenEric Church,4.389766666666667,74.0,69.19999999999999,80.9,10.0,92.7,104.023,Springsteen,Eric Church,19.0,2012,22.0,False
2089,Say SomethingTimbaland Featuring Drake,4.015333333333333,55.0,55.900000000000006,74.1,9.120000000000001,71.8,79.887,Say Something,Timbaland Featuring Drake,23.0,2010,20.0,False
2090,Stereo LoveEdward Maya & Vika Jigulina,3.066666666666667,57.0,77.8,77.60000000000001,3.38,36.1,127.049,Stereo Love,Edward Maya & Vika Jigulina,16.0,2011,28.0,False
2091,Be Without YouMary J. Blige,4.10555,64.0,72.39999999999999,68.89999999999999,8.3,69.3,146.496,Be Without You,Mary J. Blige,3.0,2006,33.0,True
2092,Shadow Of The DayLinkin Park,4.839333333333333,68.0,53.400000000000006,39.300000000000004,0.479,6.41,110.007,Shadow Of The Day,Linkin Park,15.0,2008,22.0,False
2093,Day 'N' NiteKid Cudi,3.6877666666666666,74.0,87.8,44.6,50.3,80.5,138.035,Day 'N' Nite,Kid Cudi,3.0,2009,27.0,True
2094,American KidsKenny Chesney,3.0493333333333332,69.0,73.3,58.9,4.760000000000001,86.7,170.097,American Kids,Kenny Chesney,23.0,2014,20.0,False
2095,Our SongTaylor Swift,3.351766666666667,64.0,54.300000000000004,68.60000000000001,11.4,55.50000000000001,177.874,Our Song,Taylor Swift,16.0,2008,36.0,False
2096,Beg For ItIggy Azalea Featuring M0,2.96845,51.0,80.5,74.5,20.9,37.4,92.985,Beg For It,Iggy Azalea Featuring M0,27.0,2015,16.0,False
2097,StayFlorida Georgia Line,3.322,61.0,49.4,93.60000000000001,7.4399999999999995,58.199999999999996,141.939,Stay,Florida Georgia Line,28.0,2013,20.0,False
2098,Big Green TractorJason Aldean,3.4033333333333333,66.0,62.3,59.0,64.60000000000001,57.9,137.071,Big Green Tractor,Jason Aldean,18.0,2009,20.0,False
2099,Outta My SystemBow Wow Featuring T-Pain & Johnta Austin,3.9711,60.0,77.2,59.0,9.17,74.3,83.998,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,22.0,2007,20.0,False
2100,See You AgainMiley Cyrus,3.1742166666666667,58.0,68.5,91.9,1.37,71.5,138.95,See You Again,Miley Cyrus,10.0,2008,27.0,True
2101,Chopped 'N' SkrewedT-Pain Featuring Ludacris,4.353766666666667,48.0,55.800000000000004,60.4,1.81,32.300000000000004,120.159,Chopped 'N' Skrewed,T-Pain Featuring Ludacris,27.0,2008,19.0,False
2102,RosesThe Chainsmokers Featuring Rozes,3.778966666666667,74.0,71.3,80.2,4.35,34.300000000000004,100.001,Roses,The Chainsmokers Featuring Rozes,29.0,2015,8.0,False
2103,DeucesChris Brown Featuring Tyga & Kevin McCall,4.609333333333334,69.0,69.19999999999999,73.6,3.2399999999999998,21.7,73.987,Deuces,Chris Brown Featuring Tyga & Kevin McCall,14.0,2010,27.0,False
2104,Carry Onfun.,4.63955,62.0,38.800000000000004,69.39999999999999,11.799999999999999,36.5,145.434,Carry On,fun.,20.0,2013,20.0,False
2105,Say ItTory Lanez,3.9631,74.0,54.6,52.900000000000006,8.62,24.7,107.331,Say It,Tory Lanez,30.0,2015,8.0,False
2106,Pop ChampagneJim Jones & Ron Browz Featuring Juelz Santana,3.59955,47.0,61.0,43.1,3.0,46.300000000000004,136.878,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,22.0,2009,20.0,False
2107,2 StepUnk,5.382216666666666,53.0,72.1,72.0,5.64,64.3,76.976,2 Step,Unk,24.0,2007,21.0,False
2108,Don't BlinkKenny Chesney,4.754666666666667,57.0,60.4,60.5,11.5,64.7,147.925,Don't Blink,Kenny Chesney,29.0,2007,20.0,False
2109,Over YouDaughtry,3.4142166666666665,64.0,42.3,92.2,1.7000000000000002,56.699999999999996,156.063,Over You,Daughtry,18.0,2007,25.0,False
2110,Outta Control (Remix)50 Cent Featuring Mobb Deep,4.132883333333333,53.0,77.0,58.699999999999996,2.68,57.4,92.009,Outta Control (Remix),50 Cent Featuring Mobb Deep,6.0,2005,19.0,True
2111,AdornMiguel,3.2191,67.0,62.5,57.599999999999994,5.43,23.5,179.063,Adorn,Miguel,17.0,2012,33.0,False
2112,Over My Head (Cable Car)The Fray,3.9377666666666666,71.0,59.199999999999996,72.89999999999999,2.1999999999999997,70.89999999999999,116.03,Over My Head (Cable Car),The Fray,8.0,2006,42.0,True
2113,Right Thru MeNicki Minaj,3.92955,52.0,38.1,68.0,8.76,16.7,162.246,Right Thru Me,Nicki Minaj,26.0,2010,19.0,False
2114,BrokenheartedKarmin,3.7857666666666665,62.0,76.5,76.5,0.765,88.6,120.001,Brokenhearted,Karmin,16.0,2012,22.0,False
2115,50 Ways To Say GoodbyeTrain,4.132433333333333,66.0,59.099999999999994,93.5,0.0284,73.6,140.043,50 Ways To Say Goodbye,Train,20.0,2012,20.0,False
2116,AntidoteTravis Scott,4.378216666666667,78.0,71.3,52.6,0.767,13.100000000000001,131.05,Antidote,Travis Scott,16.0,2015,14.0,False
2117,Ordinary PeopleJohn Legend,4.6911,70.0,46.9,13.200000000000001,92.9,36.0,67.011,Ordinary People,John Legend,24.0,2005,20.0,False
2118,Stereo HeartsGym Class Heroes Featuring Adam Levine,3.516,79.0,64.60000000000001,79.5,3.19,79.60000000000001,89.99,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,4.0,2011,37.0,True
2119,Stuntin' Like My DaddyBirdman & Lil Wayne,4.454883333333333,60.0,73.2,87.2,0.932,81.8,160.015,Stuntin' Like My Daddy,Birdman & Lil Wayne,21.0,2006,20.0,False
2120,I Need Your LoveCalvin Harris Featuring Ellie Goulding,3.9084333333333334,70.0,69.5,86.9,41.0,57.99999999999999,124.989,I Need Your Love,Calvin Harris Featuring Ellie Goulding,16.0,2013,25.0,False
2121,My WishRascal Flatts,4.138,66.0,54.900000000000006,80.10000000000001,3.49,47.099999999999994,135.724,My Wish,Rascal Flatts,28.0,2006,20.0,False
2122,Everytime We TouchCascada,3.2744333333333335,66.0,63.5,97.39999999999999,0.47400000000000003,49.5,142.049,Everytime We Touch,Cascada,10.0,2006,31.0,True
2123,LadyLenny Kravitz,4.25955,45.0,80.80000000000001,58.4,1.6199999999999999,79.80000000000001,111.966,Lady,Lenny Kravitz,27.0,2005,20.0,False
2124,Give It To MeTimbaland Featuring Nelly Furtado & Justin Timberlake,3.9004333333333334,55.0,97.3,72.3,17.0,75.1,110.625,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,1.0,2007,26.0,True
2125,Move AlongThe All-American Rejects,3.981333333333333,67.0,52.900000000000006,92.2,0.019799999999999998,62.8,109.847,Move Along,The All-American Rejects,15.0,2006,39.0,False
2126,Halle Berry (She's Fine)Hurricane Chris Featuring SupaSTAAR,4.691333333333334,49.0,70.89999999999999,74.4,1.1900000000000002,50.8,145.112,Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,52.0,2009,10.0,False
2127,Hotel Room ServicePitbull,3.9606666666666666,69.0,85.1,62.9,0.705,78.9,125.984,Hotel Room Service,Pitbull,8.0,2009,23.0,True
2128,In My HeadJason Derulo,3.3171,65.0,76.2,74.8,2.6599999999999997,85.1,110.009,In My Head,Jason Derulo,5.0,2010,34.0,True
2129,Jar Of HeartsChristina Perri,4.109783333333334,75.0,34.9,34.8,72.6,8.86,74.541,Jar Of Hearts,Christina Perri,17.0,2011,31.0,False
2130,HauntedTaylor Swift,4.034666666666666,51.0,43.6,95.0,8.260000000000002,35.199999999999996,162.088,Haunted,Taylor Swift,63.0,2010,2.0,False
2131,Gonna Know We Were HereJason Aldean,3.7344333333333335,56.0,44.7,89.60000000000001,3.39,53.300000000000004,173.852,Gonna Know We Were Here,Jason Aldean,62.0,2015,9.0,False
2132,Lost Without UChris Jamison & Adam Levine,3.0257666666666667,22.0,62.4,54.6,28.9,61.5,170.162,Lost Without U,Chris Jamison & Adam Levine,63.0,2015,1.0,False
2133,Old ManSawyer Fredericks,3.075483333333333,26.0,49.2,76.3,4.15,24.7,140.118,Old Man,Sawyer Fredericks,63.0,2015,1.0,False
2134,Hot MessCobra Starship,2.87155,50.0,64.2,87.0,0.20500000000000002,73.0,119.987,Hot Mess,Cobra Starship,64.0,2009,5.0,False
2135,FireGlee Cast Featuring Kristin Chenoweth,3.386216666666667,41.0,61.7,22.5,86.8,29.4,147.535,Fire,Glee Cast Featuring Kristin Chenoweth,64.0,2010,1.0,False
2136,I Dont Really CareWaka Flocka Flame Featuring Trey Songz,3.9297666666666666,46.0,50.6,71.6,3.49,56.2,144.98,I Dont Really Care,Waka Flocka Flame Featuring Trey Songz,64.0,2012,1.0,False
2137,How We DoThe Game Featuring 50 Cent,3.92555,73.0,57.8,66.60000000000001,4.96,59.099999999999994,195.13,How We Do,The Game Featuring 50 Cent,4.0,2005,28.0,True
2138,HopeTwista Featuring Faith Evans,4.249333333333333,54.0,87.6,67.9,17.5,11.600000000000001,106.97,Hope,Twista Featuring Faith Evans,31.0,2005,7.0,False
2139,It's Not OverDaughtry,3.5837666666666665,60.0,42.8,91.9,5.029999999999999,29.4,145.927,It's Not Over,Daughtry,4.0,2007,29.0,True
2140,Knock You DownKeri Hilson Featuring Kanye West & Ne-Yo,5.4364333333333335,66.0,59.3,88.3,1.24,67.10000000000001,155.171,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,3.0,2009,31.0,True
2141,Haven't Met You YetMichael Buble,4.076433333333333,76.0,61.5,73.3,15.2,79.60000000000001,122.58,Haven't Met You Yet,Michael Buble,24.0,2010,44.0,False
2142,No AirGlee Cast,4.377766666666667,55.0,47.199999999999996,76.4,13.900000000000002,48.9,160.08,No Air,Glee Cast,65.0,2009,1.0,False
2143,GypsyShakira,3.3137666666666665,57.0,76.3,75.8,64.0,51.5,92.727,Gypsy,Shakira,65.0,2010,3.0,False
2144,I Am Not A Human BeingLil Wayne,4.0791,45.0,41.3,81.5,1.79,64.9,72.709,I Am Not A Human Being,Lil Wayne,65.0,2010,1.0,False
2145,Isn't She LovelyGlee Cast,1.6444333333333334,47.0,47.199999999999996,40.9,66.5,80.7,179.652,Isn't She Lovely,Glee Cast,65.0,2011,1.0,False
2146,My BodyYoung The Giant,4.073333333333333,65.0,48.8,90.9,0.11,64.3,129.774,My Body,Young The Giant,65.0,2011,1.0,False
2147,It's Not UnusualGlee Cast,2.0877666666666665,44.0,40.8,97.5,3.1300000000000003,63.5,183.962,It's Not Unusual,Glee Cast,65.0,2011,1.0,False
2148,Heart AttackTrey Songz,3.8857666666666666,56.0,60.8,86.3,5.93,47.599999999999994,150.029,Heart Attack,Trey Songz,35.0,2012,26.0,False
2149,How Will I KnowGlee Cast,2.7871,45.0,49.6,17.599999999999998,92.30000000000001,43.1,168.134,How Will I Know,Glee Cast,65.0,2012,1.0,False
2150,I Almost DoTaylor Swift,4.042883333333333,55.0,56.599999999999994,48.4,2.03,22.0,145.977,I Almost Do,Taylor Swift,65.0,2012,1.0,False
2151,HeadBandB.o.B Featuring 2 Chainz,3.6706666666666665,72.0,91.9,50.6,13.200000000000001,27.3,97.465,HeadBand,B.o.B Featuring 2 Chainz,53.0,2014,29.0,False
2152,MasterpieceJessie J,3.67755,64.0,66.10000000000001,73.3,1.53,61.3,143.92,Masterpiece,Jessie J,65.0,2015,3.0,False
2153,HistoryOne Direction,3.1237666666666666,75.0,65.5,69.89999999999999,3.52,80.2,86.704,History,One Direction,65.0,2015,1.0,False
2154,I Know You Want Me (Calle Ocho)Pitbull,3.952,65.0,81.69999999999999,73.3,1.52,83.3,127.056,I Know You Want Me (Calle Ocho),Pitbull,2.0,2009,35.0,True
2155,I Want To Know What Love IsMariah Carey,3.4522166666666667,46.0,58.099999999999994,45.300000000000004,12.7,27.700000000000003,80.003,I Want To Know What Love Is,Mariah Carey,60.0,2009,6.0,False
2156,"Hello, I Love YouGlee Cast",2.3293333333333335,34.0,37.5,85.6,0.0053100000000000005,67.2,117.109,"Hello, I Love You",Glee Cast,66.0,2010,1.0,False
2157,I'm Flexin'T.I. Featuring Big K.R.I.T.,3.0071,34.0,67.7,64.8,0.784,46.400000000000006,148.973,I'm Flexin',T.I. Featuring Big K.R.I.T.,66.0,2011,1.0,False
2158,I Kissed A GirlGlee Cast,2.9991,46.0,68.7,75.6,0.335,62.3,130.045,I Kissed A Girl,Glee Cast,66.0,2011,1.0,False
2159,First KissKid Rock,4.672433333333333,54.0,61.5,88.9,0.388,65.9,131.96,First Kiss,Kid Rock,66.0,2015,1.0,False
2160,Hotline BlingDrake,4.4511,78.0,90.3,62.1,0.302,55.300000000000004,134.969,Hotline Bling,Drake,2.0,2015,19.0,True
2161,I Got NerveHannah Montana,3.0704333333333333,48.0,52.900000000000006,94.19999999999999,0.123,80.4,144.716,I Got Nerve,Hannah Montana,67.0,2006,1.0,False
2162,My ApocalypseMetallica,5.016883333333333,46.0,26.200000000000003,99.3,0.0199,27.900000000000002,199.915,My Apocalypse,Metallica,67.0,2008,1.0,False
2163,IgnoranceParamore,3.6437666666666666,68.0,52.2,96.39999999999999,0.109,51.0,170.944,Ignorance,Paramore,67.0,2009,1.0,False
2164,ImagineGlee Cast,2.390433333333333,47.0,53.300000000000004,23.7,81.89999999999999,22.900000000000002,76.976,Imagine,Glee Cast,67.0,2009,1.0,False
2165,ElevatorEminem,4.882216666666666,53.0,78.3,79.5,32.800000000000004,55.900000000000006,90.488,Elevator,Eminem,67.0,2010,1.0,False
2166,Everything Has ChangedTaylor Swift Featuring Ed Sheeran,4.06555,60.0,62.9,46.5,35.0,41.6,80.042,Everything Has Changed,Taylor Swift Featuring Ed Sheeran,32.0,2013,20.0,False
2167,No SleeepJanet Featuring J. Cole,4.346266666666667,47.0,75.7,47.0,1.31,32.0,88.047,No Sleeep,Janet Featuring J. Cole,63.0,2015,2.0,False
2168,HallelujahKate Voegele,4.903333333333333,39.0,59.3,21.7,93.60000000000001,36.5,107.918,Hallelujah,Kate Voegele,68.0,2008,1.0,False
2169,Never Gonna Be AloneNickelback,3.7837666666666667,63.0,54.400000000000006,80.2,0.155,59.0,130.022,Never Gonna Be Alone,Nickelback,58.0,2010,17.0,False
2170,Miss JacksonPanic! At The Disco Featuring Lolo,3.2008833333333335,69.0,64.2,87.3,0.394,66.2,82.002,Miss Jackson,Panic! At The Disco Featuring Lolo,68.0,2013,1.0,False
2171,FlashlightJessie J,3.4926666666666666,63.0,37.9,61.8,33.7,40.0,147.53,Flashlight,Jessie J,61.0,2015,7.0,False
2172,HushLL Cool J Featuring 7 Aurelius,3.576,51.0,78.3,71.8,12.7,81.5,98.976,Hush,LL Cool J Featuring 7 Aurelius,26.0,2005,18.0,False
2173,N Dey SayNelly,3.618,44.0,86.7,78.4,25.0,70.39999999999999,97.66,N Dey Say,Nelly,64.0,2005,7.0,False
